food_id,food_name,food_category,food_description,veg_non,diet,price,height,weight,disease,diet_plan,diet_goal
521,cream of almond soup,soup,"vegetable stock, skimmed milk, toasted almonds (powdered), butter, flour, salt and pepper, nutmeg, almond essence, toasted almond flakes",Veg, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,290,73.45490583,87.93957843,None,Dairy-Free,weight gain
522,broccoli and almond soup,soup,"vegetable stock, broccoli, ground almonds (toasted), skimmed milk, salt, freshly ground black pepper",Veg, alkaline_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet,515,62.22880524,61.09886594,None,Non-Veg,cure disease
523,coconut lime quinoa salad,salad,"uncooked quinoa, water, red onion, cucumber (diced), purple cabbage, avocado (ripened and diced), orange, shelled edamame (defrosted), unsweetened toasted coconut flakes, almonds, few shakes of black pepper, for the dressing:, orange juice, lime (juiced), apple cider vinegar, olive oil",Veg, alkaline_diet low_fat_diet paleo_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,540,69.9364363,98.59020818,None,Gluten-Free,cure disease
524,lemon honey glazed sous vide corn on the cob,corn,"young corn on the cob, honey, lemon juice, garlic cloves (smashed), celery stalk, chives, carrot, salt, paprika powder, parsley, plastic bag, food thermometer",Non-Veg, low_fat_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet,310,63.6007202,99.69980832,Hypertension,Vegan,maintain body
525,watermelon and strawberry smoothie,smoothie,"fresh strawberries, honey, low fat yogurt, watermelon, chia seeds",Veg, high_protien_diet high_fiber_diet,475,61.52883307,81.84568357,Diabetes,Gluten-Free,maintain body
526,"peach, raspberry and nuts smoothie",smoothie,"fresh raspberries, ripe banana, almond, fresh peach slices, low fat yogurt, fresh raspeberry, peach fruit slices, almonds",Veg, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet,585,75.79951752,72.68937354,Asthma,Keto,cure disease
527,almond and cranberry poha,poha,"almond flakes, onion, poha, cranberries (frozen/ dried), salt, oil, curry leaves, green chilies, fresh coconut",Veg, gluten_free_diet vegan_diet low_fat_diet high_fiber_diet,445,63.17874039,63.62641009,Diabetes,Vegan,cure disease
528,almond and raw banana galawat,banana,"almond slivers, raw banana (boiled), almond paste, cooking cream, refined oil, mace powder, cardamom powder , ginger garlic paste, garam masala powder, red chilli powder, salt, tempura batter",Veg, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,395,72.30976606,90.0096383,Asthma,Low carbs,cure disease
529,baked namakpara with roasted almond dip,dip,"almonds (crushed), tomato, garlic cloves, basil sprig, lemon, salt, pepper, for namak para:, refined flour, sugar, salt, olive oil, water",Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,425,70.08931606,68.44874463,None,Non-Veg,maintain body
530,grilled almond barfi (sugar free),barfi,"khoya, sweetener (optional), almonds (crushed)",Veg, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,645,59.18510224,94.73833036,Hypertension,Dairy-Free,cure disease
531,baked shankarpali recipe,shankarpali,"whole wheat flour (atta), refined flour (maida), garlic cloves (crushed), salt, red chilli powder, chaat masala, cumin powder, tomato puree, ghee",Veg, alkaline_diet low_fat_diet low_sodium_diet high_fiber_diet high_protien_diet,325,65.57934555,55.09864378,Diabetes,Vegan,weight loss
532,baked multigrain murukku,baked,"oats, ragi flour (bhakri atta), wheat flour, rice flour, urad dal flour (dry roast and grind the dal to a fine powder), cumin seeds, green chillies, ginger, salt, oil",Veg, low_sodium_diet vegan_diet low_fat_diet high_fiber_diet,635,61.12533839,65.92551077,Asthma,Low carbs,maintain body
533,apple rabdi,rabdi,"apples, milk, sugar, green cardamoms, almonds (blanched), pistachios (blanched)",Veg, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,335,75.49087846,93.57176327,Asthma,Keto,cure disease
534,baked namak para,baked,"whole wheat flour (atta), refined flour (maida), baking powder, ghee, salt, carom seeds (ajwain)",Veg, low_sodium_diet high_protien_diet low_fat_diet high_fiber_diet,610,61.09751705,94.18114846,Asthma,Non-Veg,weight gain
535,dates and nuts ladoo,ladoo,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)",Veg, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,420,78.5558165,78.13411639,Hypertension,Gluten-Free,cure disease
536,green lentil dessert fudge,dessert,"whole moong beans, cow ghee, raisins, whole milk, jaggery (organic), ground cardamom, almonds (halved)",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,210,74.48348579,51.60329452,Hypertension,Keto,cure disease
537,cashew nut cookies,cookie,"cashew paste, ghee, khaand (a sweetening agent and a healthier substitute of sugar), flax or chia seeds, plain yogurt, baking soda, baking powder, vanilla, oats, organic all-purpose flour",Veg, high_protien_diet vegan_diet dash_diet ketogenic_diet,655,66.40124283,87.24999028,Diabetes,Gluten-Free,weight gain
538,almond pearls,almond,"toasted almonds, blueberries, oats, corn flakes, olive oil, salt, curry leaves, mustard seeds, cumin seeds, red chilli powder, turmeric powder, black pepper powder, ajwain, lemon juice",Veg, gluten_free_diet,550,69.8774937,54.45613439,Diabetes,Low carbs,weight loss
539,hawaiin papaya salad,salad,"papaya, fresh lime (juiced), watermelon balls or small squares (seedless), fresh pineapple chunks, coconut (unsweetened), vanilla flavoured yogurt (low fat)",Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,245,76.72305276,76.16965313,Diabetes,Keto,cure disease
540,vegetable som tam salad,salad,"raw papaya, carrot, french bean diamond, cherry tomato, garlic, crush mix chilli, somtam dressing, peanuts (crushed), peanuts",Veg, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,655,65.31234587,98.32705258,None,Non-Veg,cure disease
541,spinach and feta crepes,spinach,"milk (whole fat or skimmed), flour, water, butter, honey, salt, vegetable oil, extra butter (for crisping the crepe), spinach, feta cheese (crumbled), greek yogurt (whisked), honey",Veg, dash_diet high_fiber_diet type_a_diet ketogenic_diet,245,78.59383823,94.7613454,Hypertension,Low carbs,cure disease
542,couscous with ratatouille - tangy tomato sauce,sauce,"for the cous cous:, plain couscous, extra virgin olive oil, vegetable stock, herbs (basil, parsley, thyme, cilantro work best), for the ratatouille:, olive oil (regular not extra virgin), red onions, aubergines (cut in to 3 cm cubes), zucchini (cut in to 3 cm cubes), garlic cloves, ground cumin, sweet paprika, tomato paste, salt",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,220,65.4359072,88.76788376,None,Vegan,weight loss
543,baked almond kofta,kofta,"potato (boiled), nutmeg, milk, almonds (crushed), green onions, refined flour, egg, salt, pepper, eggs, refined flour (for rolling), dried breadcrumbs (for rolling)",Veg, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,610,73.30682937,61.01076111,None,Non-Veg,cure disease
544,almond and amaranth ladoo,ladoo,"popped amaranth seeds, jaggery, almonds (slivered, unpeeled)",Veg, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,685,77.81820634,61.49970193,None,Gluten-Free,weight loss
545,moong dal kiwi coconut soup,soup,"धूली मूंग दाल नमक के साथ उबली हुई, कीवी, नारियल क्रीम, तेल, तेजपत्ता , जीरा, काली मिर्च, लहसुन की कलियां ,, प्याज, हल्दी पाउडर, करी पाउडर, नमक , ताजा हरा धनिया",Veg, alkaline_diet paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet,420,70.95244346,79.88415525,Diabetes,Veg,weight gain
546,vegetable som tam salad,salad,"मूंगफली , गाजर, फ्रेंच बीन्स, चेरी टोमैटो, लहसुन, क्रश मिक्स चिली, सॉम टैम ड्रेसिंग, मूंगफली (क्रशड), मूंगफली",Veg, low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,220,68.37083669,67.6059889,Asthma,Veg,cure disease
547,green lentil dessert fudge,dessert,"साबुत हरी मूंग दाल, देसी घी , दूध, गुड़, इलाइची पाउडर, बादाम",Veg, alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet dash_diet,625,66.83177791,93.90637116,Diabetes,Vegan,weight loss
548,mixed berry &amp; banana smoothie,smoothie,"फिरोजन मिक्स बेरिज़, पका हुआ केला, ताजा संतरे का जूस, लो फैट दही",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,325,67.27108087,81.04425835,Diabetes,Keto,maintain body
549,banana walnut smoothie,smoothie,"लो फैट दही, केला, अखरोट, सीड्स  (फैक्ससीड्स और चिया सीड्स), शहद",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet,235,66.19504224,51.92711292,Hypertension,Non-Veg,maintain body
550,spicy watermelon soup,soup,"तरबूज, अदरक-लहसुन का पेस्ट, पुदीना, चिली फलेक्स, जैतून का तेल (पकाने के लिए)",Veg, alkaline_diet,225,67.7817152,65.50028269,Hypertension,Low carbs,maintain body
551,red rice poha,poha,"प्याज, पैपर, बटन मशरूम, जंगली मशरूम, वाइट वाइन, टमाटर, सेज लीफ, रेड पोहा, ट्रफल ऑयल, रोजमेरी",Veg, alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,275,73.13603346,71.79451983,Diabetes,Gluten-Free,cure disease
552,mixed salad with lotus root,salad,"आइसबर्ग लैटयूस, लोलो रोसो, एंडिव लैट्यूस , लाल पत्तागोभी, लोटस रूट, कददू, यैम बीन्स, छोटी प्याज, अनार , शैलेट तेल, पोमेलो, लेमनग्रास सॉस",Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet,545,64.27209571,69.91301405,Hypertension,Vegan,maintain body
553,sweet potato and quinoa bowl,potato,"स्वीट पौटेटो क्यूब्स, नारियल, प्याज, क्निोआ (पका हुआ), किशमिश, काजू, कालीमिर्च पाउडर, कैएन, तेजपत्ता, नमक",Veg, alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,525,71.55672315,89.58462733,Asthma,Veg,cure disease
554,corn and raw mango salad,salad,"भुट्टे के दाने , प्याज, हरी प्याज, लाल शिमला मिर्च, कच्चा आम (टुकड़े), सेलेरी स्टॉक (टुकड़े), चेरी टमाटर, पाइनएप्पल (टुकड़े), पासर्ले, हरा धनिया, बैजल के पत्ते, ब्लैक ऑलिव, नींबू का रस, ऑलिव आॅयल, काला नमक, सफेद मिर्च पाउडर, टाको शेल",Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet high_fiber_diet high_protien_diet,480,63.12001701,71.93522776,None,Veg,weight gain
555,oats khichdi,khichdi,"क्विक कुकिंग ओट्स, मूंगदाल, जीरा, हल्दी पाउडर, लाल मिर्च पाउडर, प्याज, टमाटर, गाजर, हरी मटर, अदरक, हरी मिर्च, नमक, एक्ट्रा वर्जिन ऑलिव ऑयल, पानी, हरा धनिया",Veg, high_protien_diet dash_diet gluten_free_diet,690,72.01215051,63.44915918,None,Non-Veg,weight loss
556,sugar free modak,snacks,"seedless dates, almonds, cashew nuts, walnuts, raisins, dry coconut, poppy seeds, ghee",Veg, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,210,72.90215839,61.34839008,Hypertension,Keto,maintain body
557,beetroot modak,snacks,"gram flour (besan), semolina (rava/sooji), beetroot colour or two oven cooked beetroot paste , water, oil (for frying), for sugar syrup:, sugar, water, cardamom powder, lemon juice, cashews (kaju)",Veg, vegan_diet low_fat_diet ketogenic_diet,420,72.70554724,71.93063893,Diabetes,Veg,maintain body
558,andhra pan fried pomfret,snacks,"white pomfret fish, sunflower refined ooil, red chilli powder, salt, turmeric powder, ginger-garlic paste, lemon (juiced), cumin powder, coriander powder, garam masala, green chilli, curry leaves, coriander",Veg, alkaline_diet low_fat_diet vegan_diet high_fiber_diet hormone_diet,645,61.18385866,78.95209504,Diabetes,Non-Veg,maintain body
559,ghee roast chicken dosa quesadilla,snacks,"dry red chillies, coriander seeds, cumin seeds, fenugreek seeds, black pepper, clove, garlic, turmeric powder, boneless chicken, curd, lemon (juiced), for cooking chicken:, tamarind pulp, ginger (1 inch), garlic cloves, onion, tomato, ghee, red chilli powder, salt, crushed jaggery, dosa batter (for 4 dosas), processed cheese, ghee or oil (to crisp the dosa), coriander leaves, curry leaves (deep fried), curd, salt, zeera powder, sugar, red chilli powder",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,685,78.21988724,92.93374734,Asthma,Dairy-Free,weight loss
560,steam bunny chicken bao,snacks,"buns, all purpose white flour, dry yeast, sugar, salt, warm water, chicken mince, eggs, soy sauce, sugar, sesame oil, worcestershire sauce, chives, aromat powder",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,335,68.96458976,73.36203374,None,Keto,maintain body
561,meat lovers pizza,snacks,"millet flour, tapioca flour, soy milk, garlic powder, baking powder, salt, tomato sauce, mozzarella cheese, prosciutto, pepperoni, chicken salami, salami milano, rosemary, olive oil",Non-Veg, type_o_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,405,69.30709059,72.589104,None,Non-Veg,maintain body
562,almond and chicken momos (without shell),snacks,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)",Non-Veg, low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,415,69.53097043,61.54788598,Asthma,Non-Veg,cure disease
563,christmas tree pizza,snacks,"pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, kosher salt",Veg, vegan_diet high_fiber_diet,660,69.44117,52.96837715,Asthma,Non-Veg,cure disease
564,belgian pork chop,snacks,"pork chop, pink pepper corn, green pepper corn, aromatic sauce, salt, black pepper, salted butter, refined oil, red cabbage, bell pepper chop, apricot, onion, red wine, ancho chilli, cayenne pepper, microgreen",Veg, low_fat_diet paleo_diet vegan_diet high_fiber_diet high_protien_diet,215,78.22130138,99.20506793,Diabetes,Dairy-Free,weight gain
565,christmas chocolate fudge cookies,cookie,"unsalted butter, brown sugar, chocolate, chocolate chips, eggs, flour, cocoa powder, baking powder",Veg, high_protien_diet high_fiber_diet ketogenic_diet,530,68.96756661,87.88008966,Hypertension,Gluten-Free,cure disease
566,japanese curry arancini with  barley salsa,snacks,"japanese curry, sticky rice, cheese inside rice, barley salsa, wasabi mayo, red capsicum cube (cut), yellow capsicum cube (cut), green capsicum cube (cut), green chily, barley, butter, white pepper, light soya, salt",Veg, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,690,69.52077146,68.48331951,Asthma,Vegan,maintain body
567,chocolate nero cookies,cookie,"almonds, eggs, granulated sugar, bittersweet chocolate, unsalted butter, flour, baking powder, castor sugar, icing sugar",Veg, high_protien_diet high_fiber_diet ketogenic_diet,245,78.5183976,61.13442817,Asthma,Keto,maintain body
568,chicken parmigiana with tomato sauce,snacks,"for chicken parmigiana:, chicken breast, egg whole frozen, flour, planko bread crumbs, fresh italian parsley, vegetable oil, solid butter unsalted, tomato sauce, mozzarella cheese, italian parmesan cheese, thyme, for pepperonata:, red pepper, green pepper, yellow pepper, red onion, fresh tomato, butternut squash, garlic, pure olive oil, vegetable oil, black pepper corn (crushed), salt, parsley, for garnishing:, parsley sprig, spinach",Non-Veg, low_fat_diet low_carb_diet vegan_diet hormone_diet high_protien_diet type_a_diet,485,72.54481197,85.04076388,Hypertension,Vegan,weight gain
569,chocolate appo,snacks,"rice, coconut, baking powder, vanilla extract, cinnamon powder, brown sugar, unsweetened cocoa powder, salt, chocolate chips, butter",Veg, high_protien_diet high_fiber_diet ketogenic_diet,340,76.7809739,83.06366296,None,Keto,cure disease
570,lemon honey glazed sous vide corn on the cob,snacks,"young corn on the cob, honey, lemon juice, garlic cloves (smashed), celery stalk, chives, carrot, salt, paprika powder, parsley, plastic bag, food thermometer",Non-Veg, low_fat_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet,685,63.29756315,64.45016059,Diabetes,Keto,weight gain
571,sous-vide salmon tikka,snacks,"norwegian salmon, black garlic pickle, butter, butchery bag, smoked yogurt, home made prawn crisp, edible flower, salt",Non-Veg, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,465,75.6760502,74.3091816,None,Vegan,maintain body
572,filo pizza,snacks,"filo pastry, himalayan salt, black pepper, salted butter, tomato sauce, broccoli, button mushroom, green zucchini, yellow zucchini, capsicum yellow, capsicum green, capsicum red, pizza spice mix, mozzarella cheese",Veg, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,590,77.81657173,79.88616682,None,Vegan,maintain body
573,almond and cranberry poha,snacks,"almond flakes, onion, poha, cranberries (frozen/ dried), salt, oil, curry leaves, green chilies, fresh coconut",Veg, gluten_free_diet vegan_diet low_fat_diet high_fiber_diet,540,69.16633811,83.69630669,Diabetes,Dairy-Free,maintain body
574,almond and raw banana galawat,snacks,"almond slivers, raw banana (boiled), almond paste, cooking cream, refined oil, mace powder, cardamom powder , ginger garlic paste, garam masala powder, red chilli powder, salt, tempura batter",Veg, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,410,70.8986365,60.91841711,Asthma,Veg,cure disease
575,baked namakpara with roasted almond dip,snacks,"almonds (crushed), tomato, garlic cloves, basil sprig, lemon, salt, pepper, for namak para:, refined flour, sugar, salt, olive oil, water",Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,550,61.47622681,79.2965391,Diabetes,Keto,cure disease
576,grilled almond barfi (sugar free),snacks,"khoya, sweetener (optional), almonds (crushed)",Veg, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,615,72.16360976,77.72600084,Diabetes,Keto,cure disease
577,chocolate samosa,snacks,"refined flour, desi ghee, black cardamom seeds, chocolate block, almonds, cashew nuts, pistachio, sugar, garam masala powder, oil",Veg, high_protien_diet high_fiber_diet ketogenic_diet,330,72.53900354,81.84666207,Diabetes,Veg,weight loss
578,baked shankarpali recipe,snacks,"whole wheat flour (atta), refined flour (maida), garlic cloves (crushed), salt, red chilli powder, chaat masala, cumin powder, tomato puree, ghee",Veg, alkaline_diet low_fat_diet low_sodium_diet high_fiber_diet high_protien_diet,370,77.37255098,85.79490759,Asthma,Gluten-Free,weight gain
579,baked multigrain murukku,snacks,"oats, ragi flour (bhakri atta), wheat flour, rice flour, urad dal flour (dry roast and grind the dal to a fine powder), cumin seeds, green chillies, ginger, salt, oil",Veg, low_sodium_diet vegan_diet low_fat_diet high_fiber_diet,395,67.87344661,99.84704388,Hypertension,Gluten-Free,weight loss
580,baked namak para,snacks,"whole wheat flour (atta), refined flour (maida), baking powder, ghee, salt, carom seeds (ajwain)",Veg, low_sodium_diet high_protien_diet low_fat_diet high_fiber_diet,695,67.80561465,79.68352929,Asthma,Gluten-Free,weight gain
581,dates and nuts ladoo,snacks,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)",Veg, alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet,605,63.10192965,52.73386865,None,Vegan,maintain body
582,fish with jamun sauce,snacks,"जामुन, चीनी, मिर्च, लहसुन की कलियां, जीरा पाउडर, फिश फिलेट, सूजी, नमक, पालक",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,520,62.33444594,87.08270748,None,Vegan,cure disease
583,dahi lasooni chicken,snacks,"चिकन (बोनलेस क्यूब्स साइज), चीज, लहसुन, अदरक लहसुन का पेस्ट, हरा धनिया, हरी मिर्च पेस्ट, क्रीम, दही , काजू पेस्ट, नमक, काला नमक, गरम मसाला, चाट मसाला, मक्खन",Non-Veg, low_fat_diet low_carb_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet,450,76.27006917,59.74980063,None,Non-Veg,maintain body
584,pesto fish kebabs,snacks,"किंग फिश एक इंच टुकड़ों को में कटे हुए, लाल शिमला मिर्च एक इंच टुकड़ों को में कटे हुए, बेजल पेस्तो, वाइट वाइन विनेगर, नमक, कुकिंग स्प्रे",Non-Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet,610,75.80902697,99.87966319,Asthma,Veg,weight loss
585,caramelized sesame smoked almonds,snacks,"साबुत बादाम, सफेद और काले तिल, चीनी, रोजमेरी, लाल मिर्च पाउडर, नमक या सेंधा नमक",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,320,67.4149813,70.60770496,None,Dairy-Free,maintain body
586,crunchy vegetable dal sattu croquettes,dal,"red lentils or masoor dal (half-boiled), potato (grated), carrot, french beans, bread slices, ground chickpea flour (sattu), green chillies, ginger, onions, garlic (minced), salt, sugar, chaat masala, red chilli powder, garam masala, corn flour, besan, bread crumbs for crunchyness, coriander, refined oil (for fryingp)",Veg, low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet,530,78.2327865,94.79823438,Hypertension,Dairy-Free,cure disease
587,sugar free modak,modak,"seedless dates, almonds, cashew nuts, walnuts, raisins, dry coconut, poppy seeds, ghee",Veg, low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet,405,69.01175752,98.23707401,Asthma,Veg,maintain body
588,beetroot modak,modak,"gram flour (besan), semolina (rava/sooji), beetroot colour or two oven cooked beetroot paste , water, oil (for frying), for sugar syrup:, sugar, water, cardamom powder, lemon juice, cashews (kaju)",Veg, vegan_diet low_fat_diet ketogenic_diet,340,64.52794441,74.92854744,None,Low carbs,weight loss
589,active charcoal modak,modak,"for modak:, gram flour (besan), semolina (rava/suji), active charcoal, water, oil (for frying), sugar, water, cardamom powder, lemon juice, cashews (kaju)",Veg, vegan_diet low_fat_diet ketogenic_diet hormone_diet,315,75.87186165,63.63255702,Diabetes,Non-Veg,weight gain
590,flax seed and beetroot modak,modak,"rice flour, salt, oil (for greasing), beetroot puree, tossed flax seeds (for topping), fresh coconut, jaggery, poppy seeds, green cardamom powder, nutmeg powder",Veg, high_protien_diet vegan_diet high_fiber_diet,420,62.42679063,79.68275155,Asthma,Veg,weight gain
591,summer squash salad,salad,"white balsamic vinegar, lemon juice, lemon rind, red chillies, garlic cloves (crushed), olive oil, summer squash (zucchini), sea salt, black pepper, basil leaves",Veg, alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet,490,75.51180437,94.04558849,None,Vegan,weight gain
592,chocolate prunes gujiyas,chocolate,"for gujiya pastry:, refined flour, ghee, water, salt, for gujiya stuffing:, dark chocolate, prunes, mawa, sugar, cardamom",Veg, high_protien_diet high_fiber_diet ketogenic_diet,575,72.52925406,74.7152345,None,Dairy-Free,weight gain
593,almond &amp; white chocolate gujiya,gujiya,"all-purpose flour, clarified butter (ghee), water, white chocolate, dessicated coconut, green cardamom powder, almond, jaggery",Veg, low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet,560,76.00911602,88.88272503,Hypertension,Gluten-Free,weight gain
594,betel nut popsicle,sauce,"full cream milk, cream, mascarpone, sugar, paan (crushed), cookie crumble, dark chocolate (melted), caramel sauce",Veg, ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet,300,59.37350618,94.19686443,Diabetes,Non-Veg,weight loss
595,tricolour salad,salad,"vinegar, honey/sugar, soy sauce, salt, garlic cloves (minced), chilli pepper (sliced), green papaya, carrot (peeled), cucumbers, mint leaves, toasted peanuts",Veg, low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,545,69.94517543,85.12804983,None,Dairy-Free,weight gain
596,christmas tree pizza,pizza,"pizza dough (2 boules), red pepper, red onion, basil pesto (purchased, homemade or vegan pesto), mozzarella cheese, kosher salt",Veg, vegan_diet high_fiber_diet,210,67.29643354,96.30174325,Asthma,Non-Veg,weight gain
597,clotted cottage cheese croquettes,cheese,"black pepper, black salt, bread crumb, corn flour, refined oil, jalapeno, jeera powder, maida, cottage cheese, parsley, salt, for thousand island dressing:, mayonnaise, tomato ketchup, minced garlic, celery, black pepper",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet,210,64.37455528,70.69663687,Hypertension,Non-Veg,weight gain
598,gajar halwa tart,halwa,"white butter, breakfast sugar, milk full fat, refined flour, winter carrots, ghee, sugar, khoya, cardamom powder, cashew nuts (crushed), almonds (crushed), full fat milk, full fat milk, grain sugar, green cardamom powder",Veg, low_fat_diet,470,60.53547445,68.23534104,Diabetes,Vegan,weight gain
599,gluten-free christmas cake,cake,"christmas dry fruits (pre-soaked), orange zest, lemon zest, jaggery syrup, almond flour, apple, butter (softened), eggs",Veg, high_protien_diet,370,65.43600583,60.27999303,Asthma,Keto,weight loss
600,japanese curry arancini with  barley salsa,barley,"japanese curry, sticky rice, cheese inside rice, barley salsa, wasabi mayo, red capsicum cube (cut), yellow capsicum cube (cut), green capsicum cube (cut), green chily, barley, butter, white pepper, light soya, salt",Veg, high_protien_diet vegan_diet low_fat_diet ketogenic_diet,380,69.88334386,52.01216387,Hypertension,Dairy-Free,maintain body
601,cream of almond soup,soup,"vegetable stock, skimmed milk, toasted almonds (powdered), butter, flour, salt and pepper, nutmeg, almond essence, toasted almond flakes",Veg, alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet,640,66.53261272,84.19299029,Hypertension,Non-Veg,cure disease
602,broccoli and almond soup,soup,"vegetable stock, broccoli, ground almonds (toasted), skimmed milk, salt, freshly ground black pepper",Veg, alkaline_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet,490,60.9790613,99.37132003,Hypertension,Vegan,cure disease
603,moong dal kiwi coconut soup,soup,"धूली मूंग दाल नमक के साथ उबली हुई, कीवी, नारियल क्रीम, तेल, तेजपत्ता , जीरा, काली मिर्च, लहसुन की कलियां ,, प्याज, हल्दी पाउडर, करी पाउडर, नमक , ताजा हरा धनिया",Veg, alkaline_diet paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet,685,73.72678307,73.03645324,Asthma,Vegan,weight gain
604,banana and maple ice lollies,banana,"केले, ग्रीक योगर्ट, हैवी क्रीम, प्योर मैपल सिरप , नारियल",Veg, alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet,695,64.07971846,89.44298171,Hypertension,Low carbs,cure disease
605,shepherds salad (tamatar-kheera salaad),salad,"1 खीरा छीलकर कटा हुआ, प्याज, टमाटर, हरी मिर्च, लहसुन की कलियां, पासर्ले, जैतून का तेल, नींबू का रस, नमक और कालीमिर्च",Veg, low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet,290,63.23863409,54.61511819,Hypertension,Dairy-Free,weight gain
